iteracion,timestamp,theta,x,y,sigma_theta,sigma_x,sigma_y,lm0_x,lm0_y,lm1_x,lm1_y,z_diff_range,z_diff_bearing
1166,1779735501.652963,0.000279,-0.001142,0.000385,0.014802,0.014376,0.014643,-0.501032,-0.699525,0.798869,-0.800123,0.001106,-0.000967
1167,1779735501.667823,-0.000325,-0.000704,0.000925,0.014178,0.013784,0.014011,-0.501032,-0.699522,0.798869,-0.800122,-0.000459,0.003212
1168,1779735501.818441,-0.000280,-0.001016,0.000380,0.020329,0.018256,0.017984,-0.501031,-0.699520,0.798869,-0.800123,-0.001144,-0.000162
1169,1779735501.835422,-0.000179,-0.000718,0.000376,0.017086,0.016711,0.015567,-0.501030,-0.699520,0.798866,-0.800123,-0.000811,-0.000753
1170,1779735501.852607,0.000213,-0.001280,-0.000094,0.014796,0.014377,0.014644,-0.501031,-0.699523,0.798865,-0.800123,0.002157,-0.000976
1171,1779735501.865780,-0.000028,-0.001158,0.000185,0.014170,0.013785,0.014012,-0.501031,-0.699522,0.798865,-0.800123,-0.000632,0.001289
1172,1779735502.027595,0.000351,-0.000664,0.000142,0.020335,0.018252,0.017982,-0.501031,-0.699522,0.798866,-0.800122,0.000459,-0.001188
1173,1779735502.047918,0.000170,-0.000530,-0.000035,0.017095,0.016709,0.015566,-0.501031,-0.699522,0.798865,-0.800122,-0.000490,0.000295
1174,1779735502.063023,0.000279,-0.000626,0.000007,0.014800,0.014376,0.014644,-0.501031,-0.699522,0.798865,-0.800121,-0.000064,-0.000384
1175,1779735502.077602,0.000322,-0.000612,-0.000085,0.014173,0.013785,0.014011,-0.501031,-0.699523,0.798866,-0.800121,0.000414,-0.000230
1176,1779735502.216345,-0.000640,-0.001363,0.000755,0.020335,0.018251,0.017983,-0.501031,-0.699524,0.798865,-0.800121,0.000460,0.003039
1177,1779735502.235471,-0.000154,-0.000711,0.000947,0.017082,0.016709,0.015567,-0.501026,-0.699525,0.798860,-0.800120,-0.001627,-0.002376
1178,1779735502.251791,-0.000547,-0.000422,0.000636,0.014801,0.014376,0.014644,-0.501025,-0.699526,0.798860,-0.800122,0.000843,0.001480
1179,1779735502.266528,-0.000685,-0.000241,0.000663,0.014175,0.013784,0.014011,-0.501025,-0.699525,0.798861,-0.800122,0.000572,0.000729
1180,1779735502.410533,-0.000436,0.000030,0.000557,0.020328,0.018255,0.017985,-0.501025,-0.699525,0.798861,-0.800122,0.000128,-0.000781
1181,1779735502.423306,-0.000864,-0.000234,0.000300,0.017092,0.016711,0.015566,-0.501027,-0.699526,0.798864,-0.800121,0.000528,0.001609
1182,1779735502.436601,-0.000439,-0.000591,0.000511,0.014798,0.014377,0.014644,-0.501027,-0.699526,0.798865,-0.800119,-0.000430,-0.001520
1183,1779735502.450458,-0.000749,-0.000151,0.000527,0.014174,0.013785,0.014011,-0.501026,-0.699525,0.798865,-0.800120,0.001587,0.001618
1184,1779735502.487384,-0.000516,0.000192,0.000558,0.020330,0.018255,0.017985,-0.501027,-0.699525,0.798866,-0.800120,0.000409,-0.000726
1185,1779735502.500794,-0.000600,0.000090,0.000522,0.017093,0.016711,0.015566,-0.501027,-0.699525,0.798867,-0.800120,0.000250,0.000395
1186,1779735502.513692,-0.000468,-0.000123,0.000294,0.014800,0.014376,0.014643,-0.501028,-0.699527,0.798866,-0.800120,0.000992,-0.000283
1187,1779735502.526263,-0.000207,-0.000512,0.000303,0.014174,0.013785,0.014012,-0.501028,-0.699527,0.798866,-0.800119,-0.001488,-0.001361
1188,1779735502.613002,-0.000396,-0.000954,0.000039,0.020337,0.018253,0.017984,-0.501027,-0.699527,0.798866,-0.800119,-0.000861,0.000578
1189,1779735502.628077,0.000074,-0.001243,0.000481,0.017087,0.016709,0.015566,-0.501027,-0.699526,0.798867,-0.800120,0.001104,-0.000846
1190,1779735502.647029,-0.000573,-0.000631,0.000357,0.014798,0.014377,0.014644,-0.501026,-0.699525,0.798867,-0.800123,-0.000107,0.002186
1191,1779735502.660759,-0.000253,-0.000874,0.000084,0.014172,0.013785,0.014011,-0.501026,-0.699527,0.798867,-0.800123,0.000151,-0.001702
1192,1779735502.811508,0.000214,-0.000870,-0.000849,0.020336,0.018252,0.017983,-0.501026,-0.699525,0.798867,-0.800123,-0.001391,-0.001499
1193,1779735502.825950,0.000446,-0.001318,-0.000547,0.017092,0.016707,0.015565,-0.501026,-0.699525,0.798871,-0.800124,0.001432,0.000066
1194,1779735502.840211,-0.000336,-0.000446,-0.000320,0.014796,0.014377,0.014643,-0.501025,-0.699522,0.798871,-0.800126,-0.001574,0.002402
1195,1779735502.854320,-0.000346,-0.000711,0.000014,0.014169,0.013785,0.014012,-0.501027,-0.699521,0.798869,-0.800125,-0.002291,0.000079
1196,1779735503.028338,-0.000410,-0.000761,0.000070,0.020328,0.018252,0.017983,-0.501027,-0.699521,0.798869,-0.800125,0.000030,0.000203
1197,1779735503.047380,0.000141,-0.000865,0.000524,0.017086,0.016709,0.015566,-0.501026,-0.699520,0.798868,-0.800127,0.000612,-0.001369
1198,1779735503.061800,-0.000335,-0.000434,0.000377,0.014801,0.014376,0.014643,-0.501025,-0.699520,0.798869,-0.800129,0.000139,0.001647
1199,1779735503.075825,-0.000088,-0.000577,0.000114,0.014175,0.013784,0.014011,-0.501025,-0.699521,0.798869,-0.800129,0.000485,-0.001314
1200,1779735503.220239,0.000153,0.000020,0.000499,0.020334,0.018252,0.017983,-0.501026,-0.699522,0.798870,-0.800128,0.001206,-0.000737
1201,1779735503.236542,-0.000565,0.000002,-0.000051,0.017096,0.016710,0.015565,-0.501028,-0.699523,0.798872,-0.800126,-0.000350,0.002027
1202,1779735503.257095,-0.000236,-0.000184,0.000373,0.014800,0.014376,0.014643,-0.501028,-0.699522,0.798872,-0.800124,-0.001335,-0.001344
1203,1779735503.271627,0.000002,-0.000463,0.000290,0.014175,0.013785,0.014011,-0.501029,-0.699523,0.798872,-0.800124,-0.000722,-0.001251
1204,1779735503.409948,-0.000528,-0.000553,0.001224,0.020334,0.018253,0.017984,-0.501029,-0.699524,0.798871,-0.800123,0.001302,0.001694
1205,1779735503.422629,-0.000943,-0.000551,0.000904,0.017087,0.016711,0.015567,-0.501030,-0.699525,0.798872,-0.800123,-0.000237,0.001150
1206,1779735503.439561,-0.000282,-0.001158,0.001084,0.014800,0.014376,0.014644,-0.501031,-0.699525,0.798872,-0.800120,-0.000097,-0.002270
1207,1779735503.452986,-0.000399,-0.001093,0.001211,0.014178,0.013784,0.014011,-0.501031,-0.699524,0.798872,-0.800120,-0.000249,0.000624
1208,1779735503.616142,-0.000239,-0.001725,-0.000034,0.020333,0.018256,0.017983,-0.501030,-0.699522,0.798871,-0.800121,-0.002531,-0.000552
1209,1779735503.637366,-0.000541,-0.001084,-0.000443,0.017085,0.016710,0.015568,-0.501030,-0.699521,0.798865,-0.800121,-0.002032,-0.000180
1210,1779735503.657681,-0.000019,-0.001575,-0.000338,0.014789,0.014378,0.014645,-0.501030,-0.699522,0.798866,-0.800119,0.000064,-0.001763
1211,1779735503.669704,-0.000151,-0.001598,-0.000075,0.014164,0.013785,0.014012,-0.501030,-0.699522,0.798866,-0.800117,-0.001111,0.000718
1212,1779735503.775923,0.000070,-0.001692,-0.000656,0.020334,0.018250,0.017980,-0.501030,-0.699520,0.798866,-0.800118,-0.000968,-0.000714
1213,1779735503.795671,0.000330,-0.001676,-0.000460,0.017088,0.016707,0.015566,-0.501029,-0.699520,0.798865,-0.800119,0.000097,-0.000750
1214,1779735503.816856,-0.000113,-0.001123,-0.000164,0.014796,0.014377,0.014644,-0.501028,-0.699518,0.798865,-0.800119,-0.001535,0.001251
1215,1779735503.850151,-0.000172,-0.000936,-0.000284,0.014169,0.013785,0.014011,-0.501027,-0.699519,0.798866,-0.800119,0.001169,0.000302
1216,1779735503.907851,0.000077,-0.000806,-0.000596,0.020330,0.018250,0.017982,-0.501027,-0.699518,0.798867,-0.800119,-0.000329,-0.000792
1217,1779735503.924195,0.000643,-0.001074,-0.000085,0.017090,0.016707,0.015565,-0.501027,-0.699517,0.798867,-0.800121,0.001098,-0.001152
1218,1779735503.950831,0.000157,-0.000456,0.000273,0.014801,0.014376,0.014643,-0.501025,-0.699515,0.798868,-0.800121,-0.001813,0.001355
1219,1779735503.965195,-0.000246,-0.000029,0.000472,0.014175,0.013785,0.014011,-0.501025,-0.699514,0.798869,-0.800121,0.000823,0.002130
1220,1779735504.014774,-0.000508,-0.001205,-0.000713,0.020323,0.018255,0.017985,-0.501022,-0.699511,0.798868,-0.800122,-0.003016,0.000769
1221,1779735504.026920,-0.000641,-0.000826,-0.000920,0.017077,0.016708,0.015566,-0.501022,-0.699511,0.798865,-0.800122,-0.001177,-0.000230
1222,1779735504.039141,-0.000713,-0.000597,-0.000475,0.014786,0.014378,0.014644,-0.501021,-0.699509,0.798865,-0.800121,-0.001778,-0.000053
1223,1779735504.051298,-0.000805,-0.000705,-0.000182,0.014163,0.013786,0.014012,-0.501022,-0.699508,0.798865,-0.800120,-0.001542,0.000513
1224,1779735504.220290,-0.000989,-0.001013,-0.000259,0.020327,0.018251,0.017983,-0.501021,-0.699508,0.798864,-0.800120,-0.000442,0.000573
1225,1779735504.240803,-0.000977,-0.000998,-0.000255,0.017082,0.016708,0.015566,-0.501021,-0.699508,0.798864,-0.800120,-0.000039,-0.000058
1226,1779735504.257609,-0.000604,-0.001397,-0.000312,0.014794,0.014377,0.014643,-0.501022,-0.699508,0.798864,-0.800119,0.000558,-0.001181
1227,1779735504.270994,-0.000867,-0.001161,-0.000132,0.014172,0.013785,0.014011,-0.501022,-0.699507,0.798864,-0.800119,0.000182,0.001393
1228,1779735504.418370,-0.000604,-0.000848,-0.000204,0.020334,0.018250,0.017981,-0.501022,-0.699507,0.798864,-0.800119,0.000224,-0.000823
1229,1779735504.434338,0.000016,-0.001116,0.000349,0.017092,0.016708,0.015565,-0.501021,-0.699506,0.798864,-0.800121,0.001128,-0.001303
1230,1779735504.449842,-0.000162,-0.000794,0.000747,0.014804,0.014376,0.014643,-0.501020,-0.699505,0.798866,-0.800119,-0.001690,0.000330
1231,1779735504.465135,-0.000033,-0.000518,0.000190,0.014179,0.013784,0.014011,-0.501017,-0.699508,0.798869,-0.800119,0.003200,-0.000721
1232,1779735504.632210,-0.000886,-0.001097,0.001059,0.020334,0.018252,0.017983,-0.501017,-0.699509,0.798867,-0.800120,0.000687,0.002697
1233,1779735504.653580,-0.000963,-0.001146,0.001013,0.017085,0.016710,0.015567,-0.501018,-0.699509,0.798868,-0.800120,0.000099,0.000293
1234,1779735504.666425,-0.000617,-0.001467,0.001100,0.014800,0.014376,0.014644,-0.501018,-0.699509,0.798867,-0.800119,-0.000023,-0.001186
1235,1779735504.678370,-0.000739,-0.001252,0.001059,0.014178,0.013784,0.014011,-0.501018,-0.699509,0.798868,-0.800119,0.000965,0.000636
1236,1779735504.811499,-0.000578,-0.001449,0.000447,0.020334,0.018255,0.017982,-0.501017,-0.699508,0.798868,-0.800119,-0.001124,-0.000529
1237,1779735504.825433,-0.000368,-0.001071,0.000504,0.017089,0.016710,0.015567,-0.501016,-0.699508,0.798864,-0.800120,-0.000984,-0.001185
1238,1779735504.839319,-0.000861,-0.000434,0.000894,0.014797,0.014377,0.014644,-0.501015,-0.699505,0.798865,-0.800120,-0.001942,0.001356
1239,1779735504.856472,-0.000613,-0.000661,0.000730,0.014170,0.013785,0.014011,-0.501015,-0.699506,0.798865,-0.800120,-0.000212,-0.001310
1240,1779735505.011719,-0.000954,-0.000391,0.001809,0.020327,0.018255,0.017983,-0.501016,-0.699508,0.798865,-0.800120,0.001898,0.001109
1241,1779735505.025630,-0.000863,-0.000247,0.001838,0.017090,0.016713,0.015567,-0.501015,-0.699509,0.798864,-0.800119,-0.000366,-0.000478
1242,1779735505.045296,-0.000715,-0.000592,0.001285,0.014805,0.014375,0.014644,-0.501016,-0.699511,0.798863,-0.800121,0.002261,-0.000129
1243,1779735505.060618,-0.000533,-0.000661,0.001046,0.014179,0.013784,0.014011,-0.501016,-0.699512,0.798863,-0.800121,0.000671,-0.000976
1244,1779735505.097707,-0.000312,-0.000758,0.000461,0.020336,0.018255,0.017984,-0.501015,-0.699511,0.798863,-0.800121,-0.000977,-0.000715
1245,1779735505.110643,-0.000813,0.000131,-0.000172,0.017093,0.016711,0.015567,-0.501014,-0.699512,0.798857,-0.800120,-0.002863,-0.000011
1246,1779735505.123624,-0.000299,-0.000453,-0.000355,0.014794,0.014377,0.014644,-0.501014,-0.699515,0.798858,-0.800118,0.001163,-0.001554
1247,1779735505.136941,-0.000226,-0.000512,-0.000413,0.014166,0.013785,0.014012,-0.501014,-0.699515,0.798858,-0.800118,0.000011,-0.000387
1248,1779735505.206540,-0.000328,-0.000873,-0.000734,0.020336,0.018250,0.017983,-0.501013,-0.699514,0.798858,-0.800118,-0.000862,0.000306
1249,1779735505.220663,-0.000207,-0.001231,-0.000543,0.017088,0.016706,0.015565,-0.501013,-0.699514,0.798861,-0.800118,0.001108,0.000231
1250,1779735505.234796,-0.000248,-0.000996,0.000004,0.014795,0.014377,0.014643,-0.501012,-0.699513,0.798863,-0.800115,-0.002139,-0.000211
1251,1779735505.250701,-0.000290,-0.001060,0.000156,0.014172,0.013785,0.014011,-0.501012,-0.699512,0.798862,-0.800115,-0.000835,0.000239
1252,1779735505.405338,0.000226,-0.000074,0.000555,0.020332,0.018252,0.017982,-0.501013,-0.699513,0.798864,-0.800114,0.001639,-0.001595
1253,1779735505.417275,-0.000556,-0.000097,-0.000042,0.017096,0.016710,0.015565,-0.501015,-0.699514,0.798866,-0.800112,-0.000371,0.002212
1254,1779735505.429965,-0.000653,-0.000092,-0.000307,0.014801,0.014376,0.014643,-0.501015,-0.699515,0.798866,-0.800113,0.000933,0.000486
1255,1779735505.443161,-0.000571,-0.000141,-0.000393,0.014172,0.013785,0.014012,-0.501015,-0.699516,0.798866,-0.800112,0.000149,-0.000438
1256,1779735505.623725,-0.000875,-0.000463,-0.000249,0.020335,0.018251,0.017984,-0.501015,-0.699516,0.798866,-0.800112,-0.000127,0.000957
1257,1779735505.640981,-0.000911,-0.000646,-0.000226,0.017088,0.016708,0.015565,-0.501015,-0.699516,0.798868,-0.800113,0.000512,0.000388
1258,1779735505.654598,-0.000447,-0.000925,0.000314,0.014797,0.014377,0.014643,-0.501015,-0.699515,0.798868,-0.800109,-0.001664,-0.001852
1259,1779735505.668437,-0.000546,-0.000807,0.000348,0.014176,0.013785,0.014011,-0.501014,-0.699515,0.798869,-0.800109,0.000310,0.000521
1260,1779735505.815700,-0.000896,-0.000613,0.001334,0.020333,0.018253,0.017983,-0.501015,-0.699517,0.798869,-0.800108,0.001679,0.001135
1261,1779735505.831396,-0.000942,-0.000236,0.001192,0.017089,0.016711,0.015566,-0.501013,-0.699518,0.798868,-0.800106,-0.001124,-0.000465
1262,1779735505.848598,-0.000939,-0.000248,0.001167,0.014804,0.014375,0.014644,-0.501013,-0.699518,0.798867,-0.800106,0.000100,0.000007
1263,1779735505.867002,-0.000611,-0.000397,0.000768,0.014178,0.013784,0.014011,-0.501012,-0.699520,0.798868,-0.800106,0.000994,-0.001752
1264,1779735506.013744,-0.000111,-0.000554,-0.000464,0.020334,0.018255,0.017984,-0.501011,-0.699518,0.798869,-0.800107,-0.002007,-0.001610
1265,1779735506.030691,-0.000302,-0.000200,-0.000708,0.017092,0.016709,0.015566,-0.501011,-0.699518,0.798866,-0.800107,-0.001134,-0.000029
1266,1779735506.051499,-0.000341,-0.000134,-0.000628,0.014793,0.014377,0.014644,-0.501011,-0.699518,0.798866,-0.800107,-0.000341,0.000073
1267,1779735506.064470,-0.000516,-0.000061,-0.000406,0.014165,0.013786,0.014012,-0.501011,-0.699517,0.798866,-0.800106,-0.000591,0.000937
1268,1779735506.212140,-0.001548,-0.000634,0.000834,0.020329,0.018251,0.017984,-0.501011,-0.699518,0.798865,-0.800106,0.001247,0.003277
1269,1779735506.224959,-0.001429,0.000011,0.000745,0.017080,0.016709,0.015566,-0.501007,-0.699520,0.798862,-0.800104,-0.001811,-0.001344
1270,1779735506.241980,-0.001323,-0.000075,0.000808,0.014800,0.014375,0.014643,-0.501008,-0.699520,0.798861,-0.800104,-0.000144,-0.000387
1271,1779735506.255879,-0.001247,-0.000181,0.000801,0.014176,0.013784,0.014011,-0.501008,-0.699520,0.798861,-0.800104,-0.000369,-0.000397
1272,1779735506.402091,-0.000416,0.000543,0.000186,0.020329,0.018255,0.017985,-0.501008,-0.699519,0.798862,-0.800103,-0.000153,-0.002618
1273,1779735506.415606,-0.000952,0.000338,-0.000171,0.017096,0.016711,0.015566,-0.501010,-0.699520,0.798866,-0.800102,0.000293,0.001816
1274,1779735506.428568,-0.000940,0.000224,-0.000464,0.014797,0.014376,0.014643,-0.501010,-0.699521,0.798866,-0.800102,0.001137,0.000149
1275,1779735506.443192,-0.000737,0.000024,-0.000581,0.014169,0.013786,0.014012,-0.501010,-0.699522,0.798866,-0.800102,-0.000290,-0.001070
1276,1779735506.483061,-0.001064,-0.000218,-0.000275,0.020337,0.018250,0.017984,-0.501009,-0.699523,0.798866,-0.800101,0.000201,0.001037
1277,1779735506.496580,-0.000606,-0.000616,0.000189,0.017088,0.016707,0.015564,-0.501009,-0.699522,0.798868,-0.800103,0.001415,-0.000644
1278,1779735506.509758,-0.000762,-0.000508,0.000048,0.014800,0.014376,0.014643,-0.501009,-0.699522,0.798867,-0.800104,0.000402,0.000595
1279,1779735506.522665,-0.000979,-0.000355,0.000248,0.014177,0.013785,0.014011,-0.501009,-0.699521,0.798867,-0.800104,-0.000206,0.001157
1280,1779735506.611486,-0.000966,-0.000062,0.000648,0.020333,0.018253,0.017984,-0.501010,-0.699522,0.798868,-0.800103,0.000909,-0.000024
1281,1779735506.625721,-0.000494,-0.000688,0.001187,0.017091,0.016710,0.015566,-0.501011,-0.699521,0.798870,-0.800106,0.002086,-0.000327
1282,1779735506.640175,-0.000742,-0.000494,0.001025,0.014805,0.014375,0.014643,-0.501011,-0.699521,0.798870,-0.800107,0.000401,0.000911
1283,1779735506.658602,-0.000548,-0.000797,0.001048,0.014181,0.013784,0.014011,-0.501012,-0.699521,0.798869,-0.800107,-0.001223,-0.001008
1284,1779735506.809790,-0.000049,-0.000639,0.000273,0.020335,0.018256,0.017983,-0.501012,-0.699520,0.798869,-0.800107,-0.000992,-0.001591
1285,1779735506.822627,-0.000461,-0.000329,-0.000130,0.017093,0.016711,0.015567,-0.501012,-0.699520,0.798868,-0.800106,-0.001131,0.000655
1286,1779735506.836461,-0.000739,-0.000127,-0.000356,0.014795,0.014377,0.014644,-0.501012,-0.699520,0.798868,-0.800108,0.000621,0.001050
1287,1779735506.853224,-0.000840,-0.000097,-0.000214,0.014166,0.013786,0.014012,-0.501013,-0.699520,0.798868,-0.800108,-0.000440,0.000544
1288,1779735507.017525,-0.001207,-0.000625,-0.000244,0.020330,0.018251,0.017984,-0.501012,-0.699520,0.798867,-0.800108,-0.000605,0.001146
1289,1779735507.032904,-0.000811,-0.001035,0.000175,0.017084,0.016708,0.015565,-0.501012,-0.699519,0.798869,-0.800109,0.001414,-0.000454
1290,1779735507.056322,-0.000637,-0.001174,0.000281,0.014796,0.014377,0.014643,-0.501012,-0.699519,0.798869,-0.800108,-0.000253,-0.000633
1291,1779735507.070637,-0.000534,-0.001287,0.000234,0.014175,0.013785,0.014011,-0.501012,-0.699519,0.798869,-0.800108,-0.000240,-0.000547
1292,1779735507.222642,0.000077,-0.000147,0.000667,0.020337,0.018251,0.017981,-0.501013,-0.699521,0.798871,-0.800107,0.001851,-0.001890
1293,1779735507.242683,0.000108,-0.000246,0.000718,0.017100,0.016710,0.015565,-0.501014,-0.699520,0.798871,-0.800107,0.000306,0.000071
1294,1779735507.258029,0.000174,-0.000458,0.000304,0.014807,0.014375,0.014643,-0.501014,-0.699522,0.798871,-0.800108,0.001651,0.000050
1295,1779735507.273230,0.000062,-0.000167,0.000151,0.014179,0.013784,0.014011,-0.501014,-0.699523,0.798871,-0.800109,0.001687,0.000568
1296,1779735507.408841,0.000709,0.000523,-0.000145,0.020336,0.018252,0.017984,-0.501014,-0.699523,0.798872,-0.800109,0.000287,-0.002033
1297,1779735507.423331,0.000542,-0.000294,-0.000048,0.017100,0.016709,0.015565,-0.501017,-0.699522,0.798878,-0.800109,0.002282,0.001759
1298,1779735507.436942,0.000564,-0.000327,-0.000077,0.014802,0.014376,0.014643,-0.501017,-0.699522,0.798878,-0.800109,0.000130,-0.000056
1299,1779735507.456028,0.000350,-0.000178,0.000121,0.014176,0.013785,0.014011,-0.501017,-0.699521,0.798878,-0.800109,-0.000213,0.001138
1300,1779735507.630400,0.000604,0.000193,0.000151,0.020334,0.018253,0.017984,-0.501018,-0.699521,0.798879,-0.800109,0.000437,-0.000791
1301,1779735507.648215,0.000157,-0.000143,-0.000102,0.017093,0.016710,0.015565,-0.501020,-0.699521,0.798882,-0.800109,0.000724,0.001774
1302,1779735507.662665,0.000245,-0.000236,-0.000111,0.014798,0.014376,0.014643,-0.501020,-0.699522,0.798882,-0.800108,0.000116,-0.000283
1303,1779735507.676211,0.000197,-0.000312,0.000067,0.014173,0.013785,0.014012,-0.501020,-0.699521,0.798882,-0.800108,-0.000976,0.000271
1304,1779735507.713296,0.000465,0.000161,0.000216,0.020333,0.018252,0.017984,-0.501021,-0.699522,0.798882,-0.800107,0.000723,-0.000832
1305,1779735507.726896,0.000224,-0.000751,0.000283,0.017093,0.016709,0.015565,-0.501025,-0.699521,0.798888,-0.800109,0.002518,0.002109
1306,1779735507.744215,-0.000472,-0.000072,0.000208,0.014800,0.014376,0.014643,-0.501025,-0.699519,0.798889,-0.800111,-0.000335,0.002316
1307,1779735507.757316,-0.000280,-0.000292,0.000134,0.014174,0.013785,0.014011,-0.501025,-0.699520,0.798888,-0.800111,-0.000538,-0.001008
1308,1779735507.815626,-0.000531,-0.000875,-0.000210,0.020333,0.018253,0.017984,-0.501024,-0.699519,0.798888,-0.800111,-0.001131,0.000768
1309,1779735507.830241,0.000000,-0.000803,0.000180,0.017084,0.016708,0.015566,-0.501023,-0.699519,0.798886,-0.800112,0.000089,-0.001589
1310,1779735507.850511,-0.000096,-0.000632,0.000389,0.014796,0.014377,0.014643,-0.501022,-0.699518,0.798887,-0.800112,-0.000890,0.000180
1311,1779735507.864061,-0.000231,-0.000505,0.000476,0.014173,0.013785,0.014011,-0.501022,-0.699518,0.798887,-0.800112,0.000136,0.000719
1312,1779735508.011946,-0.000587,-0.000863,0.000670,0.020329,0.018254,0.017983,-0.501022,-0.699518,0.798886,-0.800112,-0.000088,0.001118
1313,1779735508.031198,-0.000446,-0.001292,0.000898,0.017083,0.016710,0.015566,-0.501023,-0.699517,0.798889,-0.800113,0.001327,0.000286
1314,1779735508.050053,-0.000246,-0.001629,0.000523,0.014798,0.014377,0.014644,-0.501024,-0.699518,0.798887,-0.800115,0.001624,-0.000417
1315,1779735508.063779,-0.000703,-0.001206,0.000823,0.014175,0.013784,0.014011,-0.501023,-0.699517,0.798888,-0.800114,0.000412,0.002422
1316,1779735508.217135,-0.000201,-0.001333,-0.000373,0.020332,0.018254,0.017982,-0.501023,-0.699515,0.798888,-0.800115,-0.001923,-0.001620
1317,1779735508.240955,-0.000232,-0.001172,-0.000442,0.017089,0.016709,0.015566,-0.501023,-0.699515,0.798886,-0.800115,-0.000486,-0.000169
1318,1779735508.257002,-0.000292,-0.000945,0.000030,0.014793,0.014377,0.014644,-0.501022,-0.699512,0.798887,-0.800114,-0.001869,-0.000109
1319,1779735508.272050,-0.000449,-0.000897,0.000249,0.014167,0.013785,0.014012,-0.501023,-0.699511,0.798886,-0.800113,-0.000668,0.000842
1320,1779735508.427138,0.000029,-0.000829,-0.000614,0.020327,0.018252,0.017982,-0.501022,-0.699510,0.798887,-0.800114,-0.001218,-0.001529
1321,1779735508.446021,0.000003,-0.001249,-0.000518,0.017088,0.016708,0.015565,-0.501023,-0.699510,0.798890,-0.800113,0.001207,0.000738
1322,1779735508.459668,0.000020,-0.001169,-0.000243,0.014794,0.014377,0.014643,-0.501023,-0.699509,0.798891,-0.800112,-0.001044,-0.000231
1323,1779735508.478575,-0.000261,-0.000982,0.000028,0.014169,0.013785,0.014011,-0.501023,-0.699508,0.798891,-0.800112,-0.000351,0.001497
1324,1779735508.621250,-0.000050,-0.001338,-0.000916,0.020330,0.018251,0.017982,-0.501022,-0.699506,0.798891,-0.800112,-0.001788,-0.000698
1325,1779735508.641408,-0.000042,-0.001145,-0.000963,0.017084,0.016706,0.015565,-0.501021,-0.699506,0.798889,-0.800113,-0.000558,-0.000329
1326,1779735508.655561,-0.000308,-0.000833,-0.000842,0.014792,0.014378,0.014643,-0.501021,-0.699505,0.798889,-0.800113,-0.000705,0.000787
1327,1779735508.671594,-0.000702,-0.000713,-0.000290,0.014165,0.013786,0.014012,-0.501022,-0.699502,0.798888,-0.800112,-0.001697,0.002114
1328,1779735508.822694,-0.001082,-0.001229,-0.000276,0.020326,0.018250,0.017982,-0.501021,-0.699502,0.798888,-0.800113,-0.000524,0.001189
1329,1779735508.841285,-0.000428,-0.001257,0.000237,0.017079,0.016707,0.015565,-0.501020,-0.699501,0.798886,-0.800114,0.000447,-0.001774
1330,1779735508.855569,-0.000391,-0.001298,0.000231,0.014798,0.014376,0.014643,-0.501020,-0.699501,0.798886,-0.800114,0.000057,-0.000119
1331,1779735508.868830,-0.000582,-0.001003,0.000215,0.014175,0.013784,0.014011,-0.501019,-0.699501,0.798887,-0.800114,0.001164,0.001002
1332,1779735509.018324,-0.000285,0.000100,0.001224,0.020332,0.018252,0.017982,-0.501020,-0.699504,0.798888,-0.800113,0.002675,-0.000885
1333,1779735509.033268,-0.001099,0.000205,0.000567,0.017097,0.016711,0.015565,-0.501022,-0.699505,0.798890,-0.800111,-0.000764,0.002097
1334,1779735509.052736,-0.000625,-0.000251,0.000639,0.014804,0.014375,0.014643,-0.501022,-0.699505,0.798890,-0.800109,0.000150,-0.001591
1335,1779735509.070196,-0.000387,-0.000201,0.000161,0.014178,0.013784,0.014011,-0.501021,-0.699508,0.798891,-0.800110,0.002040,-0.001287
1336,1779735509.110390,-0.000257,-0.000486,-0.000512,0.020337,0.018252,0.017984,-0.501020,-0.699507,0.798891,-0.800110,-0.001307,-0.000433
1337,1779735509.124933,-0.000081,-0.000616,-0.000340,0.017091,0.016708,0.015565,-0.501020,-0.699507,0.798892,-0.800110,0.000479,-0.000282
1338,1779735509.140018,-0.000023,-0.000578,-0.000064,0.014796,0.014377,0.014643,-0.501019,-0.699506,0.798892,-0.800109,-0.001010,-0.000363
1339,1779735509.153336,-0.000333,-0.000383,0.000249,0.014172,0.013785,0.014012,-0.501019,-0.699504,0.798892,-0.800108,-0.000490,0.001652
1340,1779735509.212301,-0.000790,-0.001093,0.000134,0.020329,0.018253,0.017984,-0.501019,-0.699504,0.798891,-0.800109,-0.000923,0.001422
1341,1779735509.227287,-0.000818,-0.000870,0.000050,0.017080,0.016708,0.015566,-0.501018,-0.699504,0.798890,-0.800109,-0.000666,-0.000276
1342,1779735509.241714,-0.000978,-0.000545,0.000507,0.014793,0.014377,0.014644,-0.501017,-0.699502,0.798891,-0.800107,-0.001901,0.000234
1343,1779735509.256649,-0.000809,-0.000805,0.000519,0.014170,0.013785,0.014011,-0.501018,-0.699502,0.798890,-0.800107,-0.001020,-0.000889
1344,1779735509.411693,-0.000889,-0.001239,0.000049,0.020329,0.018253,0.017983,-0.501017,-0.699501,0.798890,-0.800108,-0.001161,0.000231
1345,1779735509.428851,-0.000642,-0.001405,0.000285,0.017082,0.016709,0.015566,-0.501017,-0.699501,0.798890,-0.800108,0.000622,-0.000422
