iteracion,timestamp,theta,x,y,sigma_theta,sigma_x,sigma_y,lm0_x,lm0_y,lm1_x,lm1_y,z_diff_range,z_diff_bearing
671,1779735480.050324,-0.000662,-0.000803,0.001447,0.014182,0.013783,0.014011,-0.501012,-0.699478,0.798901,-0.800171,0.000437,0.001378
672,1779735480.224681,-0.000321,-0.001049,0.000402,0.020336,0.018260,0.017988,-0.501011,-0.699475,0.798901,-0.800172,-0.001823,-0.001108
673,1779735480.240507,-0.000189,-0.001492,0.000627,0.017096,0.016715,0.015571,-0.501013,-0.699474,0.798906,-0.800173,0.001363,0.000335
674,1779735480.253894,-0.000745,-0.000941,0.000593,0.014798,0.014379,0.014646,-0.501012,-0.699472,0.798907,-0.800177,-0.000372,0.001830
675,1779735480.267243,-0.000824,-0.000713,0.000458,0.014170,0.013785,0.014011,-0.501011,-0.699473,0.798908,-0.800179,0.001380,0.000400
676,1779735480.429066,-0.000799,-0.000524,0.000683,0.020334,0.018256,0.017988,-0.501012,-0.699473,0.798908,-0.800178,0.000537,-0.000069
677,1779735480.446785,-0.001502,0.000496,-0.000144,0.017097,0.016714,0.015570,-0.501008,-0.699477,0.798899,-0.800172,-0.003365,0.000347
678,1779735480.464187,-0.001075,0.000096,-0.000051,0.014799,0.014377,0.014645,-0.501008,-0.699478,0.798899,-0.800169,0.000024,-0.001451
679,1779735480.478168,-0.001013,0.000172,-0.000250,0.014170,0.013785,0.014012,-0.501007,-0.699480,0.798900,-0.800170,0.001059,-0.000341
680,1779735480.609743,-0.001338,-0.000325,-0.000319,0.020335,0.018254,0.017990,-0.501006,-0.699479,0.798899,-0.800170,-0.000631,0.001014
681,1779735480.623495,-0.001386,-0.000239,-0.000380,0.017091,0.016711,0.015568,-0.501005,-0.699479,0.798898,-0.800170,-0.000277,-0.000004
682,1779735480.638977,-0.001297,-0.000326,-0.000370,0.014798,0.014378,0.014644,-0.501006,-0.699480,0.798898,-0.800169,0.000042,-0.000294
683,1779735480.655061,-0.001214,-0.000367,-0.000468,0.014172,0.013785,0.014012,-0.501006,-0.699481,0.798898,-0.800169,0.000227,-0.000446
684,1779735480.707014,-0.001778,-0.000491,0.000486,0.020339,0.018253,0.017988,-0.501006,-0.699484,0.798898,-0.800168,0.001294,0.001805
685,1779735480.724835,-0.001493,-0.000708,0.000767,0.017092,0.016712,0.015569,-0.501006,-0.699483,0.798899,-0.800170,0.000792,-0.000452
686,1779735480.740868,-0.001568,-0.000783,0.000340,0.014806,0.014377,0.014644,-0.501007,-0.699485,0.798898,-0.800174,0.001577,0.000514
687,1779735480.756482,-0.001348,-0.000965,0.000170,0.014180,0.013784,0.014011,-0.501008,-0.699487,0.798897,-0.800174,-0.000019,-0.001167
688,1779735480.811605,-0.000595,0.000001,0.000063,0.020343,0.018254,0.017987,-0.501010,-0.699487,0.798899,-0.800173,0.000862,-0.002357
689,1779735480.825354,-0.001389,0.000223,-0.000613,0.017107,0.016713,0.015568,-0.501012,-0.699490,0.798901,-0.800169,-0.001095,0.001860
690,1779735480.840919,-0.000979,-0.000134,-0.000448,0.014803,0.014378,0.014645,-0.501012,-0.699490,0.798901,-0.800166,-0.000265,-0.001439
691,1779735480.855268,-0.000550,-0.000685,-0.000538,0.014174,0.013785,0.014012,-0.501013,-0.699493,0.798900,-0.800163,-0.001711,-0.002241
692,1779735481.017082,-0.001437,-0.000912,0.000916,0.020343,0.018252,0.017987,-0.501013,-0.699497,0.798900,-0.800162,0.001936,0.002836
693,1779735481.032827,-0.001925,-0.000265,0.000359,0.017092,0.016712,0.015569,-0.501011,-0.699500,0.798895,-0.800157,-0.002159,0.000339
694,1779735481.047820,-0.000883,-0.001344,0.000297,0.014804,0.014377,0.014645,-0.501014,-0.699503,0.798893,-0.800152,0.001174,-0.003360
695,1779735481.059722,-0.000731,-0.001530,0.000252,0.014180,0.013784,0.014011,-0.501014,-0.699504,0.798892,-0.800152,-0.000518,-0.000800
696,1779735481.204736,-0.000600,-0.001568,-0.000068,0.020345,0.018254,0.017985,-0.501014,-0.699503,0.798892,-0.800152,-0.000519,-0.000424
697,1779735481.217750,-0.000003,-0.001390,0.000343,0.017097,0.016711,0.015570,-0.501010,-0.699502,0.798887,-0.800154,-0.000185,-0.001942
698,1779735481.230837,-0.000170,-0.001188,0.000435,0.014805,0.014378,0.014645,-0.501009,-0.699501,0.798888,-0.800154,-0.000502,0.000486
699,1779735481.249069,-0.000147,-0.001143,0.000341,0.014177,0.013784,0.014011,-0.501009,-0.699502,0.798888,-0.800155,0.000537,-0.000127
700,1779735481.410528,0.000057,-0.001223,-0.000186,0.020337,0.018255,0.017986,-0.501008,-0.699500,0.798889,-0.800155,-0.000873,-0.000659
701,1779735481.426019,0.000490,-0.001197,0.000142,0.017095,0.016712,0.015569,-0.501006,-0.699499,0.798886,-0.800157,0.000166,-0.001249
702,1779735481.446683,-0.000412,-0.000583,-0.000714,0.014803,0.014378,0.014645,-0.501006,-0.699502,0.798885,-0.800168,0.002478,0.003487
703,1779735481.459532,-0.000769,-0.000403,-0.000305,0.014170,0.013785,0.014012,-0.501008,-0.699498,0.798883,-0.800168,-0.000914,0.001893
704,1779735481.611235,-0.000961,-0.001145,-0.000996,0.020332,0.018253,0.017987,-0.501005,-0.699495,0.798882,-0.800169,-0.001819,0.000575
705,1779735481.626734,-0.000162,-0.001268,-0.000345,0.017088,0.016709,0.015568,-0.501002,-0.699493,0.798880,-0.800173,0.000806,-0.002030
706,1779735481.642487,-0.000489,-0.000930,-0.000327,0.014799,0.014378,0.014645,-0.501001,-0.699492,0.798881,-0.800174,-0.000363,0.001054
707,1779735481.658082,-0.000669,-0.000863,-0.000089,0.014173,0.013785,0.014011,-0.501002,-0.699490,0.798880,-0.800173,-0.000676,0.000966
708,1779735481.824800,-0.000449,-0.000665,-0.000241,0.020334,0.018254,0.017986,-0.501002,-0.699490,0.798881,-0.800173,-0.000017,-0.000693
709,1779735481.844277,-0.000344,-0.000735,-0.000140,0.017094,0.016711,0.015568,-0.501002,-0.699489,0.798881,-0.800174,0.000265,-0.000181
710,1779735481.859351,0.000358,-0.001377,0.000058,0.014802,0.014378,0.014645,-0.501003,-0.699490,0.798880,-0.800169,-0.000130,-0.002413
711,1779735481.873380,0.000163,-0.001188,0.000174,0.014178,0.013784,0.014011,-0.501002,-0.699489,0.798881,-0.800169,0.000253,0.001028
712,1779735482.018185,0.000404,-0.000489,0.000709,0.020339,0.018254,0.017986,-0.501004,-0.699491,0.798882,-0.800168,0.001540,-0.000729
713,1779735482.035795,-0.000488,-0.000290,-0.000035,0.017101,0.016713,0.015569,-0.501007,-0.699494,0.798884,-0.800163,-0.001081,0.002168
714,1779735482.049671,-0.000583,-0.000228,-0.000131,0.014803,0.014377,0.014645,-0.501007,-0.699494,0.798884,-0.800164,0.000286,0.000371
715,1779735482.064475,-0.000917,-0.000025,0.000211,0.014173,0.013785,0.014012,-0.501008,-0.699490,0.798883,-0.800165,-0.000574,0.001773
716,1779735482.104372,-0.001451,-0.000333,0.000834,0.020330,0.018256,0.017989,-0.501008,-0.699491,0.798882,-0.800165,0.000604,0.001692
717,1779735482.118134,-0.001406,0.000171,0.000727,0.017089,0.016713,0.015569,-0.501004,-0.699493,0.798877,-0.800163,-0.001443,-0.000919
718,1779735482.132003,-0.000664,-0.000539,0.000851,0.014802,0.014377,0.014645,-0.501005,-0.699494,0.798875,-0.800159,0.000191,-0.002500
719,1779735482.146385,-0.000333,-0.000729,0.000494,0.014179,0.013784,0.014011,-0.501006,-0.699497,0.798875,-0.800160,0.000676,-0.001771
720,1779735482.213204,-0.000795,-0.001308,0.000581,0.020341,0.018256,0.017987,-0.501004,-0.699497,0.798874,-0.800160,-0.000483,0.001449
721,1779735482.230679,-0.000460,-0.000858,0.000714,0.017091,0.016712,0.015570,-0.501000,-0.699497,0.798867,-0.800160,-0.001123,-0.001644
722,1779735482.245767,0.000002,-0.001433,0.000410,0.014801,0.014378,0.014645,-0.501002,-0.699500,0.798866,-0.800160,0.001586,-0.001310
723,1779735482.265570,-0.000367,-0.000994,0.000532,0.014176,0.013784,0.014011,-0.501001,-0.699498,0.798866,-0.800162,0.001172,0.001938
724,1779735482.411629,-0.000342,-0.001029,0.000429,0.020337,0.018255,0.017986,-0.501000,-0.699498,0.798866,-0.800162,-0.000192,-0.000084
725,1779735482.430969,-0.000545,-0.000820,0.000214,0.017095,0.016713,0.015569,-0.501000,-0.699499,0.798865,-0.800160,-0.000722,0.000234
726,1779735482.448495,-0.000146,-0.001273,0.000076,0.014800,0.014378,0.014645,-0.501001,-0.699501,0.798864,-0.800159,0.000891,-0.001209
727,1779735482.462248,-0.000123,-0.001196,-0.000058,0.014173,0.013785,0.014011,-0.501001,-0.699502,0.798865,-0.800160,0.000807,-0.000137
728,1779735482.617130,0.000093,-0.000945,-0.000127,0.020341,0.018253,0.017985,-0.501001,-0.699502,0.798865,-0.800160,0.000163,-0.000680
729,1779735482.642325,-0.000001,-0.000979,-0.000191,0.017099,0.016711,0.015568,-0.501002,-0.699502,0.798866,-0.800160,0.000049,0.000319
730,1779735482.657811,-0.000141,-0.000793,-0.000062,0.014802,0.014378,0.014645,-0.501001,-0.699501,0.798866,-0.800160,-0.000620,0.000372
731,1779735482.669663,-0.000394,-0.000710,0.000284,0.014174,0.013785,0.014011,-0.501002,-0.699497,0.798865,-0.800159,-0.001038,0.001354
732,1779735482.814524,0.000075,0.000004,0.000381,0.020332,0.018255,0.017987,-0.501004,-0.699498,0.798867,-0.800158,0.000901,-0.001462
733,1779735482.830751,-0.000324,-0.000427,0.000192,0.017099,0.016713,0.015568,-0.501008,-0.699498,0.798873,-0.800158,0.001031,0.001792
734,1779735482.846686,-0.000367,-0.000495,-0.000122,0.014804,0.014377,0.014644,-0.501009,-0.699500,0.798873,-0.800160,0.001173,0.000340
735,1779735482.867200,-0.000554,-0.000499,0.000212,0.014175,0.013785,0.014011,-0.501010,-0.699497,0.798871,-0.800159,-0.001317,0.001009
736,1779735483.025008,-0.001119,-0.000957,0.000681,0.020335,0.018255,0.017987,-0.501009,-0.699498,0.798870,-0.800159,0.000217,0.001785
737,1779735483.045579,-0.001108,-0.001350,0.000799,0.017089,0.016712,0.015569,-0.501012,-0.699497,0.798875,-0.800161,0.001152,0.000591
738,1779735483.060153,-0.001353,-0.001298,0.000247,0.014801,0.014378,0.014645,-0.501014,-0.699500,0.798873,-0.800166,0.001906,0.001146
739,1779735483.075444,-0.001039,-0.001457,-0.000118,0.014175,0.013785,0.014011,-0.501014,-0.699503,0.798873,-0.800168,0.000826,-0.001682
740,1779735483.215958,-0.000524,-0.000313,0.000513,0.020345,0.018252,0.017984,-0.501017,-0.699505,0.798874,-0.800167,0.002155,-0.001583
741,1779735483.239923,-0.000569,-0.000056,0.000407,0.017108,0.016712,0.015568,-0.501015,-0.699506,0.798872,-0.800165,-0.000773,-0.000281
742,1779735483.255491,-0.000389,-0.000418,-0.000108,0.014811,0.014376,0.014644,-0.501016,-0.699511,0.798872,-0.800167,0.002141,-0.000251
743,1779735483.269515,-0.000588,-0.000377,0.000193,0.014179,0.013784,0.014011,-0.501017,-0.699508,0.798870,-0.800166,-0.001022,0.001066
744,1779735483.370700,-0.000461,-0.000396,-0.000089,0.020337,0.018255,0.017988,-0.501017,-0.699507,0.798871,-0.800166,-0.000442,-0.000410
745,1779735483.386712,-0.000331,-0.000153,-0.000056,0.017096,0.016712,0.015568,-0.501015,-0.699507,0.798867,-0.800166,-0.000633,-0.000746
746,1779735483.407559,0.000109,-0.000445,0.000384,0.014802,0.014377,0.014645,-0.501015,-0.699505,0.798867,-0.800161,-0.001298,-0.001715
747,1779735483.422991,0.000153,-0.000457,0.000322,0.014177,0.013785,0.014011,-0.501014,-0.699506,0.798867,-0.800162,0.000193,-0.000235
748,1779735483.475797,-0.000222,-0.000818,0.000552,0.020335,0.018255,0.017988,-0.501014,-0.699506,0.798867,-0.800162,-0.000038,0.001181
749,1779735483.491444,-0.000018,-0.001195,0.000814,0.017090,0.016712,0.015569,-0.501015,-0.699505,0.798870,-0.800164,0.001214,0.000029
750,1779735483.506239,-0.000853,-0.000464,0.000487,0.014801,0.014378,0.014645,-0.501015,-0.699505,0.798870,-0.800170,0.000506,0.002928
751,1779735483.519013,-0.000383,-0.000713,-0.000041,0.014174,0.013785,0.014011,-0.501014,-0.699510,0.798872,-0.800171,0.001118,-0.002503
752,1779735483.609875,0.000081,0.000079,0.000179,0.020340,0.018253,0.017986,-0.501016,-0.699511,0.798873,-0.800170,0.001168,-0.001442
753,1779735483.628570,-0.000355,0.000226,-0.000198,0.017104,0.016712,0.015568,-0.501017,-0.699512,0.798873,-0.800168,-0.000672,0.000982
754,1779735483.642244,0.000353,-0.000399,0.000065,0.014804,0.014377,0.014644,-0.501017,-0.699513,0.798873,-0.800162,-0.000379,-0.002474
755,1779735483.654656,0.000036,0.000022,0.000117,0.014178,0.013785,0.014011,-0.501016,-0.699511,0.798874,-0.800164,0.001373,0.001660
756,1779735483.813347,-0.000518,-0.000282,0.000788,0.020335,0.018255,0.017989,-0.501016,-0.699513,0.798873,-0.800164,0.000681,0.001759
757,1779735483.826362,-0.000456,0.000016,0.000752,0.017090,0.016713,0.015569,-0.501014,-0.699514,0.798870,-0.800163,-0.000834,-0.000643
758,1779735483.844771,-0.000666,0.000239,0.000779,0.014803,0.014377,0.014644,-0.501013,-0.699513,0.798870,-0.800163,-0.000293,0.000667
759,1779735483.857860,-0.000121,-0.000185,0.000329,0.014176,0.013785,0.014012,-0.501013,-0.699517,0.798871,-0.800163,0.000159,-0.002891
760,1779735484.007706,-0.000476,-0.000213,0.001003,0.020337,0.018256,0.017988,-0.501013,-0.699519,0.798870,-0.800163,0.000978,0.001140
761,1779735484.020231,-0.000625,0.000185,0.000777,0.017094,0.016714,0.015569,-0.501011,-0.699521,0.798867,-0.800161,-0.001245,-0.000215
762,1779735484.033013,-0.000352,-0.000212,0.000434,0.014803,0.014377,0.014645,-0.501012,-0.699524,0.798866,-0.800161,0.001566,-0.000671
763,1779735484.050718,-0.000252,-0.000259,0.000312,0.014176,0.013785,0.014012,-0.501012,-0.699525,0.798866,-0.800162,0.000297,-0.000537
764,1779735484.210970,-0.000270,-0.000075,0.000617,0.020338,0.018255,0.017988,-0.501013,-0.699526,0.798867,-0.800161,0.000651,0.000070
765,1779735484.225383,-0.000878,-0.000047,0.000140,0.017097,0.016713,0.015568,-0.501016,-0.699527,0.798869,-0.800159,-0.000423,0.001648
766,1779735484.241726,-0.000642,-0.000349,-0.000039,0.014800,0.014377,0.014645,-0.501016,-0.699529,0.798868,-0.800159,0.000900,-0.000654
767,1779735484.255120,-0.000882,-0.000067,0.000043,0.014173,0.013785,0.014012,-0.501016,-0.699527,0.798869,-0.800160,0.000734,0.001258
768,1779735484.411814,-0.000953,-0.000460,-0.000386,0.020335,0.018255,0.017988,-0.501015,-0.699526,0.798868,-0.800160,-0.001059,0.000203
769,1779735484.427927,-0.000352,-0.001065,0.000246,0.017091,0.016711,0.015568,-0.501015,-0.699524,0.798873,-0.800163,0.002098,-0.000715
770,1779735484.444393,-0.000414,-0.001069,0.000056,0.014800,0.014378,0.014644,-0.501016,-0.699525,0.798872,-0.800165,0.000675,0.000324
771,1779735484.457668,-0.000452,-0.000969,0.000000,0.014176,0.013785,0.014011,-0.501015,-0.699525,0.798872,-0.800166,0.000590,0.000187
772,1779735484.611601,-0.000288,-0.000635,0.000157,0.020340,0.018253,0.017985,-0.501016,-0.699526,0.798873,-0.800165,0.000588,-0.000506
773,1779735484.626766,-0.000403,-0.000766,0.000104,0.017098,0.016711,0.015568,-0.501017,-0.699526,0.798875,-0.800165,0.000318,0.000529
774,1779735484.642358,-0.000376,-0.000757,0.000208,0.014803,0.014377,0.014644,-0.501017,-0.699525,0.798875,-0.800165,-0.000373,-0.000154
775,1779735484.658267,-0.000279,-0.000956,0.000276,0.014176,0.013785,0.014011,-0.501018,-0.699525,0.798874,-0.800164,-0.001008,-0.000498
776,1779735484.700247,-0.000185,-0.000284,0.001066,0.020337,0.018255,0.017986,-0.501020,-0.699528,0.798875,-0.800163,0.001892,-0.000261
777,1779735484.712950,-0.000575,-0.000857,0.000926,0.017099,0.016713,0.015568,-0.501026,-0.699527,0.798882,-0.800164,0.001452,0.001986
778,1779735484.727149,-0.000371,-0.000955,0.001236,0.014806,0.014377,0.014645,-0.501026,-0.699526,0.798883,-0.800161,-0.001011,-0.000862
779,1779735484.740898,-0.000395,-0.000764,0.001050,0.014181,0.013784,0.014011,-0.501024,-0.699527,0.798884,-0.800162,0.001436,0.000107
780,1779735484.814123,-0.000491,-0.000982,0.000926,0.020335,0.018258,0.017987,-0.501024,-0.699526,0.798884,-0.800162,-0.000416,0.000294
781,1779735484.831229,-0.000885,-0.000596,0.000514,0.017093,0.016714,0.015570,-0.501024,-0.699528,0.798881,-0.800160,-0.001343,0.000490
782,1779735484.847788,-0.000458,-0.000933,0.000790,0.014798,0.014378,0.014645,-0.501024,-0.699527,0.798881,-0.800156,-0.000677,-0.001568
783,1779735484.860112,-0.000418,-0.001167,0.001001,0.014173,0.013785,0.014011,-0.501025,-0.699526,0.798880,-0.800154,-0.001699,-0.000189
784,1779735485.017326,-0.000103,-0.001024,0.000578,0.020333,0.018257,0.017986,-0.501025,-0.699525,0.798880,-0.800155,-0.000483,-0.001000
785,1779735485.032269,-0.000241,-0.000383,0.000293,0.017094,0.016713,0.015570,-0.501022,-0.699526,0.798873,-0.800153,-0.001943,-0.000629
786,1779735485.051447,-0.000261,-0.000538,-0.000207,0.014798,0.014377,0.014645,-0.501022,-0.699530,0.798873,-0.800155,0.001907,0.000386
787,1779735485.067606,-0.000302,-0.000619,-0.000037,0.014168,0.013785,0.014012,-0.501023,-0.699528,0.798873,-0.800154,-0.000965,0.000236
788,1779735485.211165,-0.001016,-0.000910,0.000973,0.020334,0.018254,0.017986,-0.501023,-0.699531,0.798872,-0.800154,0.001201,0.002272
789,1779735485.226958,-0.001735,-0.000903,0.000416,0.017089,0.016712,0.015569,-0.501026,-0.699532,0.798875,-0.800152,-0.000424,0.001988
790,1779735485.242200,-0.001880,-0.000712,0.000539,0.014798,0.014378,0.014645,-0.501026,-0.699531,0.798875,-0.800152,-0.000603,0.000395
791,1779735485.257643,-0.001455,-0.000972,0.000102,0.014173,0.013785,0.014011,-0.501026,-0.699535,0.798876,-0.800152,0.000729,-0.002263
792,1779735485.411477,-0.001202,-0.000680,0.000016,0.020338,0.018254,0.017985,-0.501026,-0.699535,0.798876,-0.800152,0.000181,-0.000797
793,1779735485.427346,-0.001182,-0.001100,0.000148,0.017097,0.016711,0.015568,-0.501029,-0.699534,0.798880,-0.800153,0.001233,0.000608
794,1779735485.448343,-0.001425,-0.000888,0.000049,0.014802,0.014378,0.014644,-0.501028,-0.699534,0.798880,-0.800155,0.000163,0.000855
795,1779735485.465619,-0.000756,-0.001390,-0.000528,0.014174,0.013785,0.014011,-0.501028,-0.699539,0.798881,-0.800155,0.000368,-0.003552
796,1779735485.616052,-0.000695,-0.001264,-0.000468,0.020346,0.018250,0.017983,-0.501029,-0.699540,0.798881,-0.800155,0.000222,-0.000189
797,1779735485.633006,-0.000587,-0.000582,-0.000573,0.017098,0.016709,0.015567,-0.501024,-0.699540,0.798873,-0.800154,-0.001926,-0.001379
798,1779735485.651169,-0.000716,-0.000325,-0.000214,0.014803,0.014377,0.014644,-0.501024,-0.699537,0.798873,-0.800153,-0.001499,0.000190
799,1779735485.666720,-0.000889,-0.000045,-0.000246,0.014174,0.013785,0.014012,-0.501023,-0.699537,0.798874,-0.800154,0.001175,0.000899
800,1779735485.817371,-0.001605,-0.000614,0.000364,0.020330,0.018254,0.017988,-0.501023,-0.699538,0.798873,-0.800154,0.000309,0.002263
801,1779735485.836432,-0.000944,-0.000364,0.000805,0.017086,0.016711,0.015568,-0.501018,-0.699538,0.798868,-0.800156,-0.000358,-0.002234
802,1779735485.851992,-0.000878,-0.000480,0.000664,0.014804,0.014377,0.014644,-0.501018,-0.699539,0.798867,-0.800156,0.000600,-0.000124
803,1779735485.871464,-0.000707,-0.000602,0.000508,0.014179,0.013784,0.014011,-0.501019,-0.699540,0.798867,-0.800156,0.000153,-0.000914
804,1779735486.021263,-0.000224,0.000075,0.000524,0.020336,0.018256,0.017987,-0.501020,-0.699541,0.798869,-0.800156,0.000741,-0.001505
805,1779735486.041910,-0.000660,-0.000234,0.000274,0.017100,0.016713,0.015568,-0.501023,-0.699541,0.798874,-0.800155,0.000656,0.001700
806,1779735486.058358,-0.000592,-0.000140,0.000738,0.014803,0.014377,0.014644,-0.501023,-0.699538,0.798874,-0.800152,-0.001725,-0.000516
807,1779735486.072310,-0.000235,-0.000508,0.000550,0.014177,0.013785,0.014011,-0.501023,-0.699540,0.798874,-0.800152,-0.000646,-0.001887
808,1779735486.112594,-0.000389,-0.000831,0.000389,0.020336,0.018256,0.017987,-0.501023,-0.699540,0.798873,-0.800152,-0.000583,0.000473
809,1779735486.126656,-0.000794,-0.000805,0.000069,0.017091,0.016712,0.015569,-0.501025,-0.699540,0.798874,-0.800151,-0.000301,0.001087
810,1779735486.143671,-0.001069,-0.000610,-0.000167,0.014796,0.014378,0.014645,-0.501025,-0.699541,0.798874,-0.800154,0.000662,0.001046
811,1779735486.157556,-0.000935,-0.000834,-0.000133,0.014169,0.013785,0.014012,-0.501025,-0.699541,0.798874,-0.800153,-0.000972,-0.000694
812,1779735486.221669,-0.000594,0.000149,0.000612,0.020336,0.018253,0.017985,-0.501028,-0.699544,0.798875,-0.800152,0.002154,-0.001034
813,1779735486.237356,-0.000848,0.000062,0.000440,0.017101,0.016712,0.015567,-0.501029,-0.699544,0.798877,-0.800151,0.000110,0.000843
814,1779735486.252718,-0.000760,0.000087,0.000766,0.014807,0.014376,0.014644,-0.501029,-0.699542,0.798877,-0.800149,-0.001175,-0.000496
815,1779735486.265520,-0.000766,-0.000021,0.000905,0.014180,0.013784,0.014011,-0.501030,-0.699541,0.798876,-0.800149,-0.000945,0.000042
816,1779735486.427651,-0.001044,-0.000876,0.000219,0.020330,0.018258,0.017989,-0.501029,-0.699538,0.798874,-0.800150,-0.001931,0.000839
817,1779735486.445011,-0.000619,-0.001539,0.000731,0.017085,0.016713,0.015569,-0.501030,-0.699537,0.798881,-0.800152,0.002168,-0.000135
818,1779735486.461393,-0.000388,-0.001731,0.000851,0.014796,0.014378,0.014645,-0.501029,-0.699537,0.798881,-0.800150,-0.000254,-0.000827
819,1779735486.476136,-0.000685,-0.001284,0.000838,0.014175,0.013785,0.014011,-0.501028,-0.699537,0.798882,-0.800151,0.001724,0.001550
820,1779735486.610971,-0.000084,-0.000727,0.000441,0.020335,0.018256,0.017985,-0.501029,-0.699536,0.798883,-0.800151,-0.000006,-0.001894
821,1779735486.624727,-0.001095,-0.000205,-0.000485,0.017099,0.016713,0.015569,-0.501030,-0.699539,0.798882,-0.800146,-0.002084,0.001992
822,1779735486.642573,-0.001095,-0.000149,-0.000323,0.014796,0.014378,0.014645,-0.501030,-0.699538,0.798882,-0.800145,-0.000622,-0.000105
823,1779735486.657273,-0.000515,-0.000828,-0.000525,0.014166,0.013785,0.014012,-0.501030,-0.699541,0.798882,-0.800143,-0.001750,-0.003037
824,1779735486.816839,-0.000214,-0.000567,-0.000753,0.020338,0.018251,0.017985,-0.501031,-0.699541,0.798883,-0.800143,-0.000064,-0.000953
825,1779735486.832298,0.000349,-0.000860,-0.000237,0.017096,0.016709,0.015567,-0.501030,-0.699539,0.798883,-0.800145,0.001168,-0.001102
826,1779735486.848258,-0.000528,0.000096,-0.000046,0.014803,0.014377,0.014644,-0.501028,-0.699536,0.798885,-0.800148,-0.001523,0.002734
827,1779735486.861846,-0.000137,-0.000244,-0.000325,0.014174,0.013785,0.014011,-0.501028,-0.699539,0.798885,-0.800148,-0.000187,-0.002065
828,1779735487.017128,-0.000079,0.000415,0.000515,0.020334,0.018253,0.017987,-0.501030,-0.699541,0.798886,-0.800147,0.001954,-0.000149
829,1779735487.032101,-0.000147,-0.000197,0.000634,0.017098,0.016712,0.015567,-0.501035,-0.699540,0.798891,-0.800149,0.001744,0.001153
830,1779735487.052399,-0.000476,0.000038,0.000353,0.014807,0.014376,0.014644,-0.501035,-0.699540,0.798891,-0.800153,0.000785,0.001249
831,1779735487.068378,-0.000246,-0.000211,0.000246,0.014180,0.013784,0.014011,-0.501035,-0.699542,0.798890,-0.800152,-0.000517,-0.001212
832,1779735487.211192,-0.000683,-0.000453,0.000771,0.020338,0.018255,0.017987,-0.501035,-0.699543,0.798890,-0.800152,0.000528,0.001386
833,1779735487.224464,-0.000774,0.000061,0.000557,0.017091,0.016712,0.015568,-0.501032,-0.699544,0.798885,-0.800150,-0.001548,-0.000557
834,1779735487.244056,-0.000432,-0.000402,0.000228,0.014801,0.014377,0.014644,-0.501034,-0.699547,0.798884,-0.800150,0.001571,-0.000905
835,1779735487.257048,-0.000306,-0.000606,0.000252,0.014175,0.013785,0.014012,-0.501034,-0.699547,0.798884,-0.800149,-0.000856,-0.000654
836,1779735487.384064,-0.000059,-0.000662,-0.000327,0.020338,0.018254,0.017986,-0.501034,-0.699546,0.798884,-0.800150,-0.000926,-0.000798
837,1779735487.397311,0.000108,-0.001019,-0.000100,0.017094,0.016710,0.015568,-0.501035,-0.699545,0.798887,-0.800151,0.001134,0.000103
838,1779735487.410698,-0.000366,-0.000636,-0.000371,0.014799,0.014378,0.014644,-0.501035,-0.699545,0.798887,-0.800155,0.000617,0.001713
839,1779735487.428302,-0.000661,-0.000270,-0.000291,0.014171,0.013785,0.014012,-0.501034,-0.699543,0.798887,-0.800156,0.001055,0.001546
840,1779735487.467573,-0.000741,-0.000263,-0.000120,0.020333,0.018253,0.017986,-0.501035,-0.699544,0.798887,-0.800156,0.000264,0.000257
841,1779735487.481184,0.000008,-0.001226,0.000726,0.017092,0.016710,0.015567,-0.501037,-0.699541,0.798893,-0.800161,0.003224,-0.000562
842,1779735487.493819,-0.000151,-0.001176,0.000412,0.014805,0.014377,0.014644,-0.501038,-0.699542,0.798892,-0.800165,0.001064,0.000715
843,1779735487.507007,-0.000246,-0.000999,0.000365,0.014181,0.013784,0.014011,-0.501038,-0.699542,0.798893,-0.800165,0.000851,0.000489
844,1779735487.607015,-0.000700,-0.001615,0.000380,0.020339,0.018254,0.017985,-0.501037,-0.699541,0.798892,-0.800166,-0.000629,0.001420
845,1779735487.620128,-0.000844,-0.001629,0.000273,0.017088,0.016711,0.015569,-0.501037,-0.699541,0.798892,-0.800166,-0.000040,0.000421
846,1779735487.632848,-0.000295,-0.002219,0.000178,0.014797,0.014378,0.014645,-0.501039,-0.699543,0.798891,-0.800164,0.000861,-0.001726
847,1779735487.645281,-0.000164,-0.002223,-0.000051,0.014174,0.013784,0.014011,-0.501039,-0.699544,0.798891,-0.800165,0.000877,-0.000714
848,1779735487.804075,0.000177,-0.001724,-0.000012,0.020345,0.018251,0.017981,-0.501040,-0.699545,0.798892,-0.800165,0.000586,-0.001066
849,1779735487.817130,0.000170,-0.001275,-0.000141,0.017099,0.016709,0.015568,-0.501038,-0.699546,0.798887,-0.800164,-0.001311,-0.000691
850,1779735487.832907,-0.000332,-0.000824,-0.000304,0.014804,0.014377,0.014644,-0.501037,-0.699545,0.798887,-0.800167,0.000175,0.001739
851,1779735487.849725,-0.000639,-0.000649,0.000025,0.014172,0.013784,0.014011,-0.501038,-0.699542,0.798886,-0.800168,-0.000623,0.001629
852,1779735488.020435,-0.001081,-0.001268,0.000012,0.020328,0.018254,0.017985,-0.501037,-0.699541,0.798885,-0.800169,-0.000675,0.001380
