iteracion,timestamp,t_prediccion_us,t_update_us,t_callback_total_us,n_landmarks_visibles
2092,1779738804.435,27531.120,62867.160,91080.794,4
2096,1779738804.647,30781.299,62529.536,93976.830,4
2100,1779738804.823,25242.979,53010.110,78904.604,4
2104,1779738804.912,24262.670,63056.122,88009.336,4
2108,1779738805.029,24616.153,57053.117,82989.512,4
2112,1779738805.236,27767.342,61148.463,90298.428,4
2116,1779738805.452,33611.345,68177.517,102451.057,4
2120,1779738805.653,31989.419,65624.535,98458.861,4
2124,1779738805.826,26569.730,54724.967,82113.844,4
2128,1779738806.046,33360.602,63094.832,98268.609,4
2132,1779738806.195,29602.578,68717.812,99805.133,4
2136,1779738806.283,27958.343,57855.875,86612.294,4
2140,1779738806.429,24431.141,53377.203,78491.820,4
2144,1779738806.628,31130.062,52744.168,84646.856,4
2148,1779738806.828,26400.249,56013.866,83114.633,4
2152,1779738807.037,24732.684,60927.211,86901.016,4
2156,1779738807.236,27213.576,57956.454,85989.999,4
2160,1779738807.457,40178.744,72121.032,112966.673,4
2164,1779738807.548,35373.001,54499.382,90502.319,4
2168,1779738807.648,30058.072,60263.416,91014.794,4
2172,1779738807.846,28606.919,62338.655,91605.450,4
2176,1779738808.057,37881.163,73044.371,112098.445,4
2180,1779738808.253,39331.096,62498.627,102666.489,4
2184,1779738808.445,30736.368,59749.602,91183.025,4
2188,1779738808.637,28332.377,63975.859,92974.302,4
2192,1779738808.822,26615.061,63129.333,90401.329,4
2196,1779738808.906,27908.943,54294.521,82871.220,4
2200,1779738809.047,41614.377,54252.432,96542.404,4
2204,1779738809.243,31316.593,66482.703,98459.952,4
2208,1779738809.439,28635.149,59419.278,88966.405,4
2212,1779738809.658,35656.982,69066.634,106019.290,4
2216,1779738809.833,30905.809,54980.497,86556.194,4
2220,1779738810.057,36040.676,71092.924,107837.567,4
2224,1779738810.151,36308.619,52079.561,89043.166,4
2228,1779738810.233,26803.742,53736.366,81204.146,4
2232,1779738810.443,31059.531,66947.476,98674.913,4
2236,1779738810.646,37153.946,52015.460,89842.304,4
2240,1779738810.829,26002.035,58313.558,84985.429,4
2244,1779738811.056,37839.473,71244.096,110018.747,4
2248,1779738811.244,30613.098,60384.946,91685.700,4
2252,1779738811.454,38609.189,61033.271,100303.078,4
2256,1779738811.544,37007.955,50738.419,88402.151,4
2260,1779738811.634,24276.130,63734.599,89285.749,4
2264,1779738811.831,27870.682,52806.588,81347.267,4
2268,1779738812.034,26672.192,58149.766,85483.024,4
2272,1779738812.232,30919.940,55013.479,86732.575,4
2276,1779738812.434,28862.822,54490.623,84547.195,4
2280,1779738812.640,31433.295,63970.720,96066.730,4
2284,1779738812.757,25254.068,54352.353,80248.247,4
2288,1779738812.847,27678.421,59755.461,88086.458,4
2292,1779738813.041,31490.595,59858.663,92111.245,4
2296,1779738813.251,37774.672,53345.134,93108.403,4
2300,1779738813.441,30753.069,50044.802,81570.929,4
2304,1779738813.648,30664.228,60758.590,92231.986,4
2308,1779738813.839,29939.142,59119.496,90023.396,4
2312,1779738814.044,36631.872,57810.414,95132.502,4
2316,1779738814.133,28615.449,58725.332,87986.687,4
2320,1779738814.238,25317.280,62180.674,88302.940,4
2324,1779738814.442,35071.417,60228.205,96822.077,4
2328,1779738814.652,31714.837,58888.925,91273.157,4
2332,1779738814.834,29411.507,58881.384,88968.936,4
2336,1779738815.046,38539.989,56882.686,96102.170,4
2340,1779738815.254,35043.257,64438.042,100190.338,4
2344,1779738815.394,22280.952,54747.926,77677.384,4
2348,1779738815.472,21731.326,54236.791,76695.875,4
2352,1779738815.649,37360.498,65194.330,103236.035,4
2356,1779738815.842,25439.831,57090.277,83257.784,4
2360,1779738816.061,41445.066,66502.283,108597.193,4
2364,1779738816.234,32892.488,54832.057,88567.982,4
2368,1779738816.444,38682.411,59648.131,98999.097,4
2372,1779738816.637,26190.867,60699.280,87664.934,4
2376,1779738816.725,25604.972,59187.226,85449.714,4
2380,1779738816.824,23510.283,54873.316,79055.247,4
2384,1779738817.054,39630.529,64566.614,105953.209,4
2388,1779738817.243,32192.712,63193.111,97293.691,4
2392,1779738817.435,26059.706,57444.481,88813.145,4
2396,1779738817.645,30560.317,67773.513,99030.708,4
2400,1779738817.839,27108.796,66567.474,94348.164,4
2404,1779738818.037,36705.422,51457.287,88807.555,4
2408,1779738818.118,24504.512,54266.522,79642.401,4
2412,1779738818.247,34718.795,62758.989,98147.750,4
2416,1779738818.448,36968.175,60002.664,97626.644,4
2420,1779738818.643,30946.051,58896.023,90659.681,4
2424,1779738818.837,38254.197,52426.475,91521.419,4
2428,1779738819.051,28057.465,74448.085,103177.065,4
2432,1779738819.248,31956.760,61042.093,93670.179,4
2436,1779738819.349,23382.202,52895.940,76916.537,4
2440,1779738819.430,27780.612,47601.771,76865.397,4
2444,1779738819.640,31304.494,58103.086,90080.327,4
2448,1779738819.849,39793.091,62765.568,103262.366,4
2452,1779738820.036,31449.854,56015.467,88382.141,4
2456,1779738820.239,31974.969,60941.161,93626.228,4
2460,1779738820.430,26863.604,57378.301,85734.697,4
2464,1779738820.647,32537.065,66893.407,101176.447,4
2468,1779738820.728,25696.853,53914.657,80854.013,4
2472,1779738820.844,33611.755,65029.880,99307.110,4
2476,1779738821.032,24056.338,55238.311,80472.709,4
2480,1779738821.247,34441.852,57721.174,92877.752,4
2484,1779738821.440,29159.764,61612.428,91752.631,4
2488,1779738821.639,32392.664,60129.233,93683.569,4
2492,1779738821.842,34433.652,57386.190,96922.308,4
2496,1779738822.007,29161.774,69788.351,99724.464,4
2500,1779738822.094,34726.805,50441.007,85833.398,4
2504,1779738822.260,43889.617,62849.109,109676.544,4
2508,1779738822.437,28734.111,60464.417,91061.515,4
2512,1779738822.652,32974.318,60893.973,94511.717,4
2516,1779738822.827,23525.183,56321.481,80917.283,4
2520,1779738823.065,35161.628,75325.443,111720.213,4
2524,1779738823.261,36418.490,69851.512,106957.240,4
2528,1779738823.347,32390.233,51213.203,84782.809,4
2532,1779738823.452,35480.081,64631.277,100804.044,4
2536,1779738823.643,27910.883,63775.387,92981.833,4
2540,1779738823.827,24628.334,56836.095,82132.604,4
2544,1779738824.058,39100.575,69120.517,109058.948,4
2548,1779738824.245,28094.055,53762.459,82515.758,4
2552,1779738824.439,30872.380,53822.018,85390.164,4
2556,1779738824.630,29508.327,58882.783,89049.357,4
2560,1779738824.715,25639.192,58324.498,84627.897,4
2564,1779738824.822,21924.749,52014.081,74632.886,4
2568,1779738825.047,35609.753,58376.140,94709.549,4
2572,1779738825.237,28618.710,60802.782,90688.802,4
2576,1779738825.438,31335.334,59880.973,91876.283,4
2580,1779738825.641,31890.149,59681.032,92234.056,4
2584,1779738825.825,23682.265,53757.558,78122.178,4
2588,1779738825.963,36713.813,68212.949,106278.943,4
2592,1779738826.047,26606.531,56092.178,83361.246,4
2596,1779738826.238,27627.030,63942.220,92230.637,4
2600,1779738826.421,23314.571,50631.179,74645.287,4
2604,1779738826.645,28525.129,69080.377,98859.206,4
2608,1779738826.853,34246.911,64620.915,99553.332,4
2612,1779738827.038,34709.715,54202.361,89832.344,4
2616,1779738827.254,31910.429,67832.605,100397.341,4
2620,1779738827.348,40325.636,52649.076,93649.799,4
2624,1779738827.419,21594.486,48092.896,70336.488,4
2628,1779738827.628,28680.260,51679.296,81031.004,4
2632,1779738827.853,42141.022,60507.208,103443.998,4
2636,1779738828.059,45773.355,64098.762,110952.376,4
2640,1779738828.234,28403.177,55149.460,84252.314,4
2644,1779738828.437,27985.694,60491.948,89154.988,4
2648,1779738828.613,32674.047,69815.134,103124.975,4
2652,1779738828.712,36923.544,59857.292,97434.233,4
2656,1779738828.843,29098.823,66668.985,96483.685,4
2660,1779738829.055,36089.278,65392.663,103309.016,4
2664,1779738829.230,26511.520,55506.734,82928.141,4
2668,1779738829.451,34881.096,68377.699,104550.548,4
2672,1779738829.656,34195.650,71460.669,106373.485,4
2676,1779738829.860,41397.116,67285.622,109361.431,4
2680,1779738829.950,31998.390,55818.007,88501.033,4
2684,1779738830.057,35191.099,63026.382,99278.381,4
2688,1779738830.234,29896.111,49391.208,79951.335,4
2692,1779738830.440,30555.007,51102.234,82322.556,4
2696,1779738830.648,33988.178,64478.215,99124.019,4
2700,1779738830.827,29076.814,50151.495,80014.205,4
2704,1779738831.050,31080.541,63743.508,95508.916,4
2708,1779738831.231,28862.622,54678.315,84202.693,4
2712,1779738831.312,24074.298,55989.068,80734.982,4
2716,1779738831.430,28045.385,50046.304,79464.930,4
2720,1779738831.656,35364.360,58622.091,94641.058,4
2724,1779738831.841,27273.267,65628.725,94518.987,4
2728,1779738832.047,32809.728,63678.418,97771.887,4
2732,1779738832.245,37980.684,56265.720,94924.411,4
2736,1779738832.445,30711.348,63541.244,94915.861,4
2740,1779738832.547,25425.941,51542.897,77613.054,4
2744,1779738832.629,24185.049,48771.023,73601.767,4
2748,1779738832.843,32534.665,58131.086,91328.699,4
2752,1779738833.054,32204.962,66987.300,100376.231,4
2756,1779738833.245,26960.134,70307.577,97988.669,4
2760,1779738833.436,27070.955,61000.283,89794.234,4
2764,1779738833.649,35875.265,64919.999,101938.565,4
2768,1779738833.839,26310.528,58819.633,85774.868,4
2772,1779738833.925,26663.712,58047.347,85382.525,4
2776,1779738834.072,37997.224,74503.296,115306.826,4
2780,1779738834.246,28405.588,67017.997,96168.612,4
2784,1779738834.446,27739.392,58206.598,87521.464,4
2788,1779738834.648,34472.123,63869.870,99085.939,4
2792,1779738834.846,27390.568,67368.060,95519.777,4
2796,1779738835.051,33837.917,66980.498,101527.291,4
2800,1779738835.198,23735.515,61731.699,86128.382,4
2804,1779738835.287,24769.875,62302.366,88306.692,4
2808,1779738835.428,23108.220,49483.269,73382.826,4
2812,1779738835.647,33790.287,65241.853,100460.561,4
2816,1779738835.837,31712.688,57401.560,89759.175,4
2820,1779738836.053,32429.244,67941.367,101037.297,4
2824,1779738836.230,25644.063,56615.175,83007.353,4
2828,1779738836.446,32257.093,64896.169,97825.327,4
2832,1779738836.544,34712.495,62620.958,97965.579,4
2836,1779738836.640,29680.879,61081.773,91874.653,4
2840,1779738836.842,31111.763,58069.566,89911.176,4
2844,1779738837.051,34529.633,65910.388,101757.463,4
2848,1779738837.249,38138.266,59636.712,98430.543,4
2852,1779738837.441,35481.552,57621.074,93789.511,4
2856,1779738837.646,26681.222,58358.459,86119.751,4
2860,1779738837.846,37970.654,57505.742,96121.372,4
2864,1779738837.946,36009.587,62361.065,99891.566,4
2868,1779738838.058,35240.179,71740.680,108414.244,4
2872,1779738838.230,25992.486,55166.942,81843.963,4
2876,1779738838.439,29959.042,55927.047,86548.445,4
2880,1779738838.637,27619.370,59598.122,87881.608,4
2884,1779738838.837,28941.132,60431.928,90029.197,4
2888,1779738839.049,34236.241,63004.542,97920.518,4
2892,1779738839.158,23538.423,49874.012,74068.752,4
2896,1779738839.242,31246.114,50709.240,82615.559,4
2900,1779738839.439,33714.976,50445.409,84824.700,4
2904,1779738839.659,41289.095,61611.588,103972.973,4
2908,1779738839.841,34588.074,51091.324,86353.974,4
2912,1779738840.045,31914.669,62059.373,95680.428,4
2916,1779738840.238,31950.480,56030.697,88651.955,4
2920,1779738840.455,32433.834,67513.623,101123.688,4
2924,1779738840.550,34517.953,58935.845,94102.404,4
2928,1779738840.638,23310.511,54332.923,78319.081,4
2932,1779738840.850,34719.115,62813.651,98195.931,4
2936,1779738841.057,30329.535,77136.251,108551.485,4
2940,1779738841.244,33993.309,56482.772,91138.367,4
2944,1779738841.438,25665.663,62874.631,89216.880,4
2948,1779738841.647,37675.132,56924.506,95248.954,4
2952,1779738841.834,31144.503,64995.040,96794.189,4
2956,1779738841.924,26503.980,61595.909,89333.911,4
2960,1779738842.063,36295.249,69564.982,106535.107,4
2964,1779738842.231,23613.005,58734.704,83151.934,4
2968,1779738842.442,29001.383,64765.208,94696.430,4
2972,1779738842.657,33911.018,64406.224,98982.658,4
2976,1779738842.838,29090.774,55842.225,85612.537,4
2980,1779738843.054,34410.513,65047.201,100121.088,4
2984,1779738843.127,22393.633,48171.457,71217.716,4
2988,1779738843.243,28511.379,60775.653,89956.107,4
2992,1779738843.447,33664.215,63874.500,99037.179,4
2996,1779738843.654,34431.732,63431.246,98536.235,4
3000,1779738843.846,35755.844,61667.699,98108.910,4
3004,1779738844.065,37706.643,74035.442,112422.270,4
3008,1779738844.247,29794.801,67114.509,99298.731,4
3012,1779738844.454,34072.729,70129.096,104890.332,4
3016,1779738844.547,33925.368,55903.778,90861.765,4
3020,1779738844.643,29116.544,62586.198,93287.466,4
3024,1779738844.828,23288.482,54954.629,78912.106,4
3028,1779738845.044,33422.214,56587.293,90859.724,4
3032,1779738845.233,29845.321,54625.745,85622.357,4
3036,1779738845.439,28990.263,59868.123,89763.105,4
3040,1779738845.650,37027.287,63510.956,101267.080,4
3044,1779738845.782,26997.695,59478.401,87175.272,4
3048,1779738845.863,24699.464,55497.653,81003.826,4
3052,1779738846.046,29693.719,62835.571,93196.216,4
3056,1779738846.257,37663.152,66571.574,108630.716,4
3060,1779738846.447,33100.321,63397.856,97142.671,4
3064,1779738846.632,25520.952,50704.641,76906.659,4
3068,1779738846.825,22980.189,52344.594,76012.970,4
3072,1779738847.037,26375.440,58573.881,86340.343,4
3076,1779738847.135,29400.527,66705.686,96755.138,4
3080,1779738847.224,23117.850,49937.033,73737.420,4
3084,1779738847.434,32684.397,52608.648,85985.351,4
3088,1779738847.651,30397.176,63734.468,96838.360,4
3092,1779738847.836,36512.901,50536.459,87877.608,4
3096,1779738848.053,32463.835,66246.651,101779.153,4
3100,1779738848.233,30724.709,51949.431,83351.757,4
3104,1779738848.429,32233.502,54478.785,87372.153,4
3108,1779738848.517,25940.735,60506.159,87545.325,4
3112,1779738848.645,35991.577,56452.773,93149.896,4
3116,1779738848.846,30376.176,61806.871,93856.332,4
3120,1779738849.047,33211.132,59014.696,92885.333,4
3124,1779738849.241,36161.458,53261.692,90567.262,4
3128,1779738849.445,35602.363,60424.100,97271.713,4
3132,1779738849.649,29341.896,63288.803,94389.217,4
3136,1779738849.753,39602.169,55335.301,96017.472,4
3140,1779738849.832,30076.173,47325.289,78038.519,4
3144,1779738850.032,24988.927,53016.181,78681.765,4
3148,1779738850.238,32249.253,55297.920,88507.794,4
3152,1779738850.451,25610.423,75663.397,101925.615,4
3156,1779738850.650,37868.794,61219.645,100029.168,4
3160,1779738850.835,26495.331,58325.550,85960.921,4
3164,1779738851.058,31586.377,69588.641,101831.305,4
3168,1779738851.144,27790.422,56556.444,85535.167,4
3172,1779738851.233,26702.333,55703.347,83472.768,4
3176,1779738851.465,36420.411,71052.455,108511.215,4
3180,1779738851.637,30398.936,57157.028,88236.021,4
3184,1779738851.837,32213.242,54929.249,87849.568,4
3188,1779738852.053,34696.395,65320.713,100685.025,4
3192,1779738852.253,35971.797,62656.800,99468.453,4
3196,1779738852.404,26497.591,61473.978,88652.965,4
3200,1779738852.493,25103.148,61620.439,87378.253,4
3204,1779738852.660,33881.718,70664.202,106016.562,4
3208,1779738852.855,36978.506,65533.365,103415.739,4
3212,1779738853.060,41180.004,63495.177,105335.667,4
3216,1779738853.262,39387.248,65973.858,106040.903,4
3220,1779738853.448,28797.541,69649.522,99117.700,4
3224,1779738853.643,28378.217,63687.008,94164.715,4
3228,1779738853.734,28743.041,59850.615,89245.141,4
3232,1779738853.850,32922.869,65241.623,98839.138,4
3236,1779738854.061,43408.414,64102.373,108178.863,4
3240,1779738854.254,34430.182,64559.775,99691.115,4
3244,1779738854.445,31123.803,61228.447,93009.905,4
3248,1779738854.632,29420.747,52656.489,82759.012,4
3252,1779738854.841,29955.532,62415.167,93059.395,4
3256,1779738855.049,29520.468,68088.857,98257.213,4
3260,1779738855.132,25278.749,56151.520,82089.916,4
3264,1779738855.237,26086.587,55132.680,81886.233,4
3268,1779738855.442,25595.643,66265.583,92731.323,4
3272,1779738855.646,29318.606,60243.446,90220.630,4
3276,1779738855.860,38446.659,66363.434,105683.440,4
3280,1779738856.031,25406.910,53376.146,79461.612,4
3284,1779738856.252,30657.949,66710.747,98073.091,4
3288,1779738856.363,24278.730,50089.004,75015.711,4
3292,1779738856.444,27615.861,52323.135,80601.242,4
3296,1779738856.650,38609.830,60836.513,100756.295,4
3300,1779738856.837,23510.844,51106.695,75299.434,4
3304,1779738857.061,35857.456,72853.092,109357.333,4
3308,1779738857.135,23270.221,49218.367,73135.414,4
3312,1779738857.235,23786.636,52562.457,77133.811,4
3316,1779738857.449,34398.012,61828.882,96907.001,4
3320,1779738857.651,39117.535,54977.688,94763.561,4
3324,1779738857.848,26643.232,62487.558,89865.566,4
3328,1779738858.067,40322.376,72654.551,114057.166,4
3332,1779738858.248,40664.670,51873.011,93490.970,4
3336,1779738858.352,28093.016,53608.488,82350.688,4
3340,1779738858.447,28511.709,61343.988,90508.142,4
3344,1779738858.640,25885.755,61543.239,88252.511,4
3348,1779738858.840,33788.087,56221.961,90683.064,4
3352,1779738859.044,35852.796,55273.223,91773.934,4
3356,1779738859.231,27185.477,49110.716,77053.580,4
3360,1779738859.445,30272.895,60376.078,91943.275,4
3364,1779738859.645,37108.287,56805.595,95162.314,4
3368,1779738859.731,26155.797,57435.702,84869.581,4
3372,1779738859.833,23109.040,53372.204,77184.332,4
3376,1779738860.053,37691.923,59801.202,98155.291,4
3380,1779738860.249,29963.083,63364.276,94022.344,4
3384,1779738860.455,41221.445,62127.883,105057.095,4
3388,1779738860.647,32892.829,62930.400,96795.309,4
3392,1779738860.836,23172.190,54093.162,77950.838,4
3396,1779738861.017,25986.837,67338.382,95588.058,4
3400,1779738861.097,27601.480,50930.462,79244.800,4
3404,1779738861.233,22677.046,49698.652,73017.153,4
3408,1779738861.446,35857.316,56076.990,92629.432,4
3412,1779738861.652,34600.165,59807.602,95056.073,4
3416,1779738861.839,27393.409,53447.974,81542.371,4
3420,1779738862.052,33087.541,63712.779,97474.826,4
3424,1779738862.256,37215.919,60968.732,98838.248,4
3428,1779738862.336,30911.101,48545.171,80092.458,4
3432,1779738862.448,27022.876,66591.445,94283.416,4
3436,1779738862.651,32361.324,63757.381,96784.170,4
3440,1779738862.847,28447.308,61563.610,90695.444,4
3444,1779738863.051,40408.057,57117.699,98200.462,4
3448,1779738863.249,30701.129,61151.086,92716.133,4
3452,1779738863.449,31072.803,65136.512,97445.046,4
3456,1779738863.657,40558.198,57287.530,98613.576,4
3460,1779738863.843,40002.283,50417.317,91111.358,4
3464,1779738864.051,42751.679,57222.419,100652.274,4
3468,1779738864.244,30773.450,54775.348,86201.253,4
3472,1779738864.441,36987.546,53328.003,91114.728,4
3476,1779738864.663,33243.982,71809.783,105718.681,4
3480,1779738864.843,37457.620,54413.055,92529.831,4
3484,1779738864.964,30952.892,56061.269,88336.123,4
3488,1779738865.062,30211.034,65788.779,96673.199,4
3492,1779738865.240,30620.128,58123.988,90072.418,4
3496,1779738865.430,23590.294,56307.711,80755.344,4
3500,1779738865.661,40806.811,56450.362,98488.106,4
3504,1779738865.844,33180.621,58797.503,93330.358,4
3508,1779738866.051,38184.867,60034.245,99144.101,4
3512,1779738866.246,29986.523,59738.463,90507.903,4
3516,1779738866.328,26219.828,55091.510,82276.218,4
3520,1779738866.435,24890.947,55204.302,80919.175,4
3524,1779738866.663,34185.521,67035.069,101911.016,4
3528,1779738866.839,29558.558,56439.363,86664.188,4
3532,1779738867.056,40019.504,59391.080,100073.629,4
3536,1779738867.257,38964.804,63098.405,102847.775,4
3540,1779738867.439,31064.273,56589.556,88329.233,4
3544,1779738867.610,39336.847,62983.562,102961.976,4
3548,1779738867.702,29460.918,60061.087,90194.590,4
3552,1779738867.849,34470.374,58873.634,94006.454,4
3556,1779738868.063,42087.503,67202.262,110843.637,4
3560,1779738868.254,32098.461,61774.291,94532.219,4
3564,1779738868.446,35662.254,57709.246,95303.137,4
3568,1779738868.638,28316.548,58998.156,88175.101,4
3572,1779738868.844,28060.505,63497.337,93371.309,4
3576,1779738868.930,27352.249,56901.528,84906.832,4
3580,1779738869.054,37763.093,57694.475,96142.173,4
3584,1779738869.237,30735.289,53311.324,84802.021,4
3588,1779738869.445,25389.560,65052.110,91114.108,4
3592,1779738869.635,24719.145,57239.801,82622.962,4
3596,1779738869.852,30361.826,70089.628,101112.409,4
3600,1779738870.061,35574.173,72046.263,108289.895,4
3604,1779738870.243,26421.810,72988.054,100058.459,4
3608,1779738870.335,30800.350,60501.450,91960.307,4
3612,1779738870.453,33185.232,64590.658,98442.965,4
3616,1779738870.649,28442.718,58524.652,87757.678,4
3620,1779738870.854,39842.132,61159.946,101663.644,4
3624,1779738871.043,34632.725,54084.973,90144.200,4
3628,1779738871.248,32917.789,56127.660,89728.026,4
3632,1779738871.450,35846.886,57749.175,99659.646,4
3636,1779738871.543,23627.315,50094.686,74420.917,4
3640,1779738871.634,27600.851,50182.976,78440.633,4
3644,1779738871.845,36745.394,53004.502,90466.743,4
3648,1779738872.064,31881.880,76344.884,109002.421,4
3652,1779738872.232,26503.731,47044.037,74187.864,4
3656,1779738872.453,29410.827,61521.180,91595.153,4
3660,1779738872.650,37305.159,57609.584,96702.849,4
3664,1779738872.857,36329.770,63868.052,100841.477,4
3668,1779738872.965,40139.925,67159.301,107965.972,4
3672,1779738873.057,33878.628,56538.444,91099.378,4
3676,1779738873.240,29384.408,54803.107,84861.541,4
3680,1779738873.447,37870.474,58882.015,97436.786,4
3684,1779738873.664,32288.134,64280.684,97247.814,4
3688,1779738873.845,29865.541,63733.549,94643.481,4
3692,1779738874.058,36077.878,61104.465,98069.342,4
3696,1779738874.198,31063.103,62199.304,93906.304,4
3700,1779738874.287,26241.459,61223.098,88157.742,4
3704,1779738874.453,32226.103,58336.530,91260.130,4
3708,1779738874.645,28291.018,57500.743,87192.393,4
3712,1779738874.847,31392.335,64633.408,96821.400,4
3716,1779738875.058,38560.491,61115.655,100352.813,4
3720,1779738875.247,28719.011,62201.906,92157.718,4
3724,1779738875.445,26797.063,64830.869,92293.179,4
3728,1779738875.532,28208.216,56996.419,86389.356,4
3732,1779738875.640,27309.958,57541.033,85692.060,4
3736,1779738875.837,24699.365,57376.503,82752.902,4
3740,1779738876.047,38343.489,56105.888,95154.855,4
3744,1779738876.244,30748.890,57490.843,88993.039,4
3748,1779738876.451,34264.172,57979.358,92915.405,4
3752,1779738876.650,35830.466,54327.506,95664.790,4
3756,1779738876.832,35675.945,49405.370,85723.349,4
3760,1779738876.920,28517.029,57905.137,87128.412,4
3764,1779738877.069,30801.820,79996.329,111887.848,4
3768,1779738877.239,28236.626,58958.876,88413.954,4
3772,1779738877.436,27442.869,56453.743,84552.659,4
3776,1779738877.653,29297.796,63750.759,94589.050,4
3780,1779738877.853,34526.944,66787.856,101996.458,4
3784,1779738878.045,34259.902,57836.486,92770.434,4
3788,1779738878.173,27340.178,64929.531,92945.815,4
3792,1779738878.260,31472.507,53510.558,85629.629,4
3796,1779738878.438,28360.598,55359.773,84887.342,4
3800,1779738878.642,31441.926,58066.528,90210.111,4
3804,1779738878.833,27367.329,52941.262,81344.130,4
3808,1779738879.047,26702.073,64737.918,92122.828,4
3812,1779738879.253,29648.179,63820.582,94715.902,4
3816,1779738879.438,29064.154,57315.422,87032.682,4
3820,1779738879.533,27991.804,66050.341,94692.231,4
3824,1779738879.643,25141.398,56253.450,83096.306,4
3828,1779738879.845,31865.390,60268.988,92831.765,4
3832,1779738880.038,30607.328,51782.542,83201.287,4
3836,1779738880.248,36245.539,57965.305,94876.683,4
3840,1779738880.444,34815.217,48359.670,83834.113,4
3844,1779738880.649,33794.717,56652.995,91127.569,4
3848,1779738880.809,24419.782,64899.850,89987.518,4
3852,1779738880.911,28843.072,68989.298,99592.546,4
3856,1779738881.061,36250.739,63507.487,100440.714,4
3860,1779738881.251,33838.828,64827.930,99344.024,4
3864,1779738881.451,39933.884,58950.786,99528.175,4
3868,1779738881.658,31362.106,64409.736,96431.697,4
3872,1779738881.864,39642.271,61208.627,107085.104,4
3876,1779738882.056,43290.454,56512.865,100561.955,4
3880,1779738882.134,24411.812,51805.583,76911.240,4
3884,1779738882.238,25825.635,55403.243,82215.018,4
3888,1779738882.437,27255.088,55452.914,83379.228,4
3892,1779738882.633,23786.647,50383.050,74837.170,4
3896,1779738882.831,25637.253,53341.505,79627.964,4
3900,1779738883.063,32566.506,74496.368,108110.944,4
3904,1779738883.250,32888.909,58140.978,91748.904,4
3908,1779738883.441,28728.961,58706.864,88080.021,4
3912,1779738883.518,24116.889,50983.764,76076.962,4
3916,1779738883.628,21634.437,49000.256,71298.138,4
3920,1779738883.851,38363.399,60179.958,99276.514,4
3924,1779738884.049,29652.739,61451.080,91766.035,4
3928,1779738884.253,31628.288,63181.175,95493.049,4
3932,1779738884.448,28930.423,64180.613,93943.715,4
3936,1779738884.653,32556.526,60559.062,93790.653,4
3940,1779738884.764,26951.115,56182.862,84593.640,4
3944,1779738884.860,29812.271,64046.694,94529.400,4
3948,1779738885.051,30017.893,56813.968,87898.490,4
3952,1779738885.240,32076.432,53719.408,86461.817,4
3956,1779738885.454,33930.049,67107.230,101715.686,4
3960,1779738885.660,34872.847,57553.173,93093.547,4
3964,1779738885.855,32595.737,60479.662,93763.693,4
3968,1779738886.068,38570.791,71410.950,110635.557,4
3972,1779738886.160,33602.496,56948.387,91253.771,4
3976,1779738886.241,24701.994,54925.589,80594.004,4
3980,1779738886.461,32345.234,66471.594,99477.266,4
3984,1779738886.649,40426.118,56207.652,97337.926,4
3988,1779738886.840,30521.008,54460.737,85642.109,4
3992,1779738887.063,40692.600,59888.076,101466.554,4
3996,1779738887.254,29188.186,65921.441,95778.951,4
4000,1779738887.431,27086.927,57755.596,85929.242,4
4004,1779738887.521,30497.708,58319.392,89631.056,4
4008,1779738887.652,38382.939,58513.203,97587.449,4
4012,1779738887.864,37375.841,65707.709,104393.780,4
4016,1779738888.061,32517.426,72667.182,105842.503,4
4020,1779738888.250,29186.805,62463.797,92321.700,4
4024,1779738888.446,27718.482,59913.215,88308.394,4
4028,1779738888.643,31954.941,55428.754,88543.216,4
4032,1779738888.747,32910.749,51217.606,84853.172,4
4036,1779738888.838,29766.610,47264.251,77875.499,4
4040,1779738889.064,38912.844,66253.852,105852.753,4
4044,1779738889.266,38290.138,60606.743,99650.507,4
4048,1779738889.447,29027.024,57669.035,87333.315,4
4052,1779738889.635,26032.776,54474.677,82020.066,4
4056,1779738889.857,31515.127,63881.851,96135.775,4
4060,1779738890.080,31647.868,83093.076,115410.180,4
4064,1779738890.168,28957.403,57076.209,87109.763,4
4068,1779738890.243,23334.303,50580.691,74616.139,4
4072,1779738890.433,24675.125,55228.543,80735.915,4
4076,1779738890.649,27515.630,64043.121,92227.440,4
4080,1779738890.849,37522.471,57895.476,96093.325,4
4084,1779738891.059,40250.516,61817.533,102752.286,4
4088,1779738891.259,30701.949,65318.643,96714.251,4
4092,1779738891.443,30995.033,64602.618,96239.766,4
4096,1779738891.544,32595.567,66350.562,99622.867,4
4100,1779738891.646,29387.687,60606.702,90822.047,4
4104,1779738891.846,35667.765,57221.170,93543.882,4
4108,1779738892.047,31003.952,59385.751,91097.079,4
4112,1779738892.254,30796.070,53716.099,88358.185,4
4116,1779738892.446,26616.953,58900.086,86218.955,4
4120,1779738892.648,31066.333,61005.976,93969.426,4
4124,1779738892.746,27022.946,55345.024,83048.196,4
4128,1779738892.849,27519.971,61032.697,89230.782,4
4132,1779738893.058,36475.312,63613.831,101163.621,4
4136,1779738893.249,35458.733,58823.685,95864.223,4
4140,1779738893.446,33386.454,50948.773,84977.524,4
4144,1779738893.643,32943.840,55591.455,89335.133,4
4148,1779738893.851,32562.906,59083.908,92317.280,4
4152,1779738894.062,31099.703,69151.251,100910.679,4
